目录编号,视频ID,视频标题,发布时间_格式化,点赞数,分享数,播放数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321520064803963663,科学发展[鼓掌][赞]，提高对农民的养老保障,用户thewholewideworld,2801174760406651,3,0,2024-01-08 08:37:17,浙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320850597677794099,问你个转基因农产品危害是啥你又说不出个一二三,Huuuuuuuu亮🐾,95207567753,5,0,2024-01-06 13:19:20,新疆,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320935047505740598,容易致癌,努力@拼搏,984751100928440,2,0,2024-01-06 18:47:03,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320760242110513954,以后只会提，吃饱饭才是健康,用户1817015247536,92400861592,0,0,2024-01-06 07:28:48,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320653042037195530,种地那么牛，为什么股市就是不行呢[流泪][流泪],皮,3038705194893933,6,1,2024-01-06 00:32:47,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320842713385042722,繁荣昌盛,阳阳好物,1820439205131607,1,0,2024-01-06 12:48:47,河北,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320631723900289792,民以食为天，希望国家注重粮食品质的把控，种自己国家的种子，不要转基因,Cynthia,72090905508,5,0,2024-01-05 23:10:01,河北,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320677066483139338,命根子都要种转基因了，,Wow、妥了妥了,92916356812,5,0,2024-01-06 02:06:18,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320893260062458676,我2020年秋天去的东北。那壮观黑土地，那么多南方的收割机排成队的真是太壮观了[赞],登州府,2739622191828414,2,1,2024-01-06 16:04:56,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320920539567211304,压根都没地啊[捂脸],永宁的郎,57773307733,2,0,2024-01-06 17:50:45,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320845042268160779,重农，护农，富农，强农！,小溪溪,67925730334,3,0,2024-01-06 12:57:47,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320904262186320652,今年种地的相亲们可能不会笑   伤心,鑫,88401769348,3,0,2024-01-06 16:47:35,黑龙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320889025395573531,民已食为天，粮是国的根本。[赞],墨染山峦,721719945080220,3,1,2024-01-06 15:48:28,吉林,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320915827221513012,养护好土地，不要过多使用化肥,转眼不再少年,97376481591,0,0,2024-01-06 17:32:31,海南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320752155248902946,粮食重要，种粮食的农民更为重要！,清灥,100071944091,5,0,2024-01-06 06:57:24,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321390638960247604,从农民伯伯到农民兄弟，再到乡下人，农村人，乡巴佬[泪奔],(^_^)柠檬🍋,105358191269,37,3,2024-01-08 00:15:07,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320817744743940914,平地良田种楼、种工厂、种光伏板更能赚钱不是吗？,荒野猎,681349644040125,1,0,2024-01-06 11:11:53,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320818100172866356,东北[鼓掌][鼓掌],徐语志✞边牧Rachel爸,102831275798,4,1,2024-01-06 11:13:16,黑龙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320963056439690023,为河南点赞,风女人带娃,96412124165,1,0,2024-01-06 20:35:45,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320902345881043764,民已食为天，粮是国的根本。[赞],容儿,102851462813,4,0,2024-01-06 16:40:11,福建,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321205903121056531,民以食为天。耕地是粮食生产的命根子，应该适当提高粮价，为农业生产者的生活保障提供更好的政策支持[玫瑰][玫瑰][玫瑰],爱笑的小明同学,84195200950,2,0,2024-01-07 12:18:06,安徽,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320653826477048586,我们农村的小块耕地何去何从[流泪],徐州老味菜,102781074973,26,1,2024-01-06 00:35:48,青海,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320615564778816282,农民爱种地，想种地,已有100w+浏览👍,1812438862012701,3,0,2024-01-05 22:07:18,黑龙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320715396843209522,我爱吃转基因,好嗨໑ຼₒ₂5୧⍤⃝ــــﮩﮩᯤ⁵ᴳ⁺,103387462767,1,0,2024-01-06 04:35:14,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320697380948443939,[赞],绿辰花卉,95717794676,0,0,2024-01-06 03:25:23,浙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320806868556317449,[赞][赞][赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][666][666][666][666][666][666],张素林,910022112972292,0,0,2024-01-06 10:29:39,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320829271289840384,问的好[赞][赞][赞][鼓掌][鼓掌][鼓掌],六姑娘,99941612970,0,0,2024-01-06 11:56:35,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321150443895702272,孕育难或至癌[感谢],画中意,1116732769709320,0,0,2024-01-07 08:43:01,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7327618384747971380,问的好,末影之后代,4415263534492491,0,0,2024-01-24 19:01:48,海南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320746180681138996,民以食为天[赞][赞][赞][赞][赞],黄景色,3350935229709022,1,0,2024-01-06 06:34:16,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320581213009167114,种地这种事业，中国就是牛[赞][赞][赞][比心][比心][比心],甜橙时代🍊7号,96792416580,40,2,2024-01-05 19:53:59,海南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320604345010815783,支持三农，精准扶持三农发展，农业先行[鼓掌],一格信号🤖,92803253825,2,0,2024-01-05 21:23:44,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320581194114450202,祝福祖国越来越好呀[赞][赞],12,102999569453,9,0,2024-01-05 19:53:55,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320645828660871976,我国高标准农田项目有部分项目落实不到位，建设工程质量有问题，要严格执行，保质保量[赞],༄饶大叔的快乐摸鱼,60486234075,2,0,2024-01-06 00:04:46,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321048597448098598,民以食为天！请牢记[感谢],梅好的日子天天有,2634081212040846,1,0,2024-01-07 02:07:49,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320936539521139506,国家培培育种子基地。高生产。[赞][赞][赞][赞][赞][赞][赞]蒙古的雪梅姐。,无所从来，亦无所去,101653818836,2,0,2024-01-06 18:52:51,吉林,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321221451599643427,平顶山百合金山暖气不热,敏,96667007972,1,0,2024-01-07 13:18:28,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320583156339491621,吃米不忘育米人，手中有粮，心中不慌，科技兴农[赞][赞],川流不息（有关注必回）,668103300612429,28,0,2024-01-05 20:01:32,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321318707534824226,佳作真棒[赞][赞]满满的正能量[赞][赞][赞][赞][赞][赞][赞][赞],欢乐年华,773706537252920,1,0,2024-01-07 19:35:50,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320950181343789836,[赞][赞][赞],夕阳无限美,105940540513,1,0,2024-01-06 19:45:46,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320636001968505600,民已食为天，粮是国的根本。,我是陈成呀,967206203035725,3,0,2024-01-05 23:26:37,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320664277386412850,[比心][鼓掌][鼓掌][鼓掌][666][666][666][赞][赞][赞]种地这种事业，中国就是牛[赞][赞][赞][比心][比心][比心],风彩天下,2546103139180324,2,1,2024-01-06 01:16:25,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320630077552788278,重视三农，保护农民,🌈多加香菜🤨,103258628265,4,0,2024-01-05 23:03:39,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320637778450334516,1.2块一斤稻谷，早稻，晚稻1.5左右一斤，不够肥料钱，[捂脸],小龙,75000919393,7,0,2024-01-05 23:33:33,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320607051225940771,这种机械化生产，我们云南基本是永远看不到了，只能种小块小块的坡地了[捂脸],云南滇滇,1779454529767952,17,1,2024-01-05 21:34:16,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320645100307088137,民以为天！[赞][赞][赞][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰],用户9404403906734,102260404950,1,0,2024-01-06 00:01:54,青海,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320594010614383397,土地都用来建厂了,弘扬中华优秀文化（刘）,110192978529,4,0,2024-01-05 20:43:37,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320914094641398569,谷贱伤农,🌹心暖向阳🌹,97489604784,1,0,2024-01-06 17:25:44,黑龙江,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321006783236211456,农民富，中国富，农民强，中国强[赞][赞][赞][赞][赞][赞],用户2246536683661,108692709829,1,0,2024-01-06 23:25:27,甘肃,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320819328302302002,你可以不务农 不事农 但是不能不知农,埋葬幸福,94507083762,1,0,2024-01-06 11:17:59,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321187584625345343,确实、现在的小年轻都不干农活、怎么去改变他们,蔚蔚是我,1981771919668180,9,0,2024-01-07 11:07:04,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320827032815256320,如果给我免三年地租一千亩土地，我愿意去做,嗷～熊大猫,100457893088,5,0,2024-01-06 11:47:54,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320931015894352694,你有成本？,风平浪静,30439644080909,2,0,2024-01-06 18:31:24,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320938969590465332,现在搞大农业有补助[呲牙][呲牙][呲牙]。。。,嗷～熊大猫,100457893088,2,0,2024-01-06 19:02:15,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320625085554049819,吃着农民种的粮食  很多人瞧不起农村人啊,🌈我爱摆摊,104435215467,11,0,2024-01-05 22:44:14,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320627411971818280,强制流转,夜雨,62500485511,3,0,2024-01-05 22:53:16,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320625001136243466,粮食能涨价收不？,走,303085080556910,3,0,2024-01-05 22:43:55,福建,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320592161455457078,粮食是中国人的的根本，保证粮食产业安全就是保证中国人民的自己的饭碗！[感谢][感谢][感谢],鹏鹏卤味菜,96775306163,36,0,2024-01-05 20:36:30,江西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320623536715236148,吃米不忘育米人，手中有粮，心中不慌，科技兴农[赞][赞],一言难尽,3901479790579368,2,0,2024-01-05 22:38:15,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320592073202500415,粮食是国的根本！,养养好运Lo,849278928164205,6,0,2024-01-05 20:36:08,江西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320765182229414690,数据[捂脸][捂脸][捂脸],✨老总不爱吃猪肉了⊹ ⋆ ̩✨,109279994831,1,0,2024-01-06 07:47:57,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320696543937069859,家在城市 有儿时的记忆和村庄 那是我生长的地方 是我的根 清晨有清新的空气 生生不息的念想,abcd2222在路上,2911939270294504,6,1,2024-01-06 03:22:02,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320605769404367653,民以食为天， 粮食的重要性。 粒粒皆辛苦。,可乐喝个够,97628132431,14,0,2024-01-05 21:29:16,福建,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320628918922314530,我们这里粮田全部回收了,洪雅教数学的何老师,89842424259,2,1,2024-01-05 22:59:08,四川,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320951543497638719,[赞][赞][赞],夕阳无限美,105940540513,1,0,2024-01-06 19:51:02,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320621252184883979,很好:高标准农田进设提高[赞][赞][赞],艳阳高照,1129945411360684,2,0,2024-01-05 22:29:23,天津,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320619793106354998,推动三农[鼓掌][鼓掌][鼓掌],点点～,2744853124877832,2,0,2024-01-05 22:23:42,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320642280028373810,但是现在粮食太便宜了，菜没人要！怎么？？？？？？？,用户9075996550052,1522164410885911,3,4,2024-01-05 23:51:00,福建,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320620036393108274,18亿亩耕种红线，这是谁都不能碰的,梅川酷子。,229159884031278,1,0,2024-01-05 22:24:40,陕西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320620498168218406,月亮上都给种满,Alex.Z,750305237273195,2,0,2024-01-05 22:26:25,广西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320623973249860363,尊重市场更重要，花35元去种粮食，最后卖了30元，这种谁会去种。,木子王丶火山,73133574217,4,3,2024-01-05 22:39:55,云南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320620838427460378,祝福我们祖国越来越好呀！[玫瑰][玫瑰][玫瑰][赞][赞][赞][鼓掌][鼓掌][鼓掌],大妞,4252510068421613,3,0,2024-01-05 22:27:44,贵州,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320779675617592105,说的真好,@金台夕照,81032217086,0,1,2024-01-06 08:44:11,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7321275437978600244,蔬菜粮食价格呢,SUNSHINE,94188333710,1,1,2024-01-07 16:47:55,河南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320878441120301836,农工商平衡稳定发展,GYS狼,99766605570,1,0,2024-01-06 15:07:24,广东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320617766683444004,涿州今年收成怎么样[捂脸],无心酒客,2792407906916670,1,0,2024-01-05 22:15:50,河北,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320618003853869864,种地是真累,八喜可乐,61839371886,2,0,2024-01-05 22:16:46,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320616473767822114,建设农业强国！[赞],华兴新农业,734111399426043,2,0,2024-01-05 22:10:50,海南,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320606224284812042,重农，护农，富农，强农！,678,2805553779971229,27,0,2024-01-05 21:31:01,山东,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320666281059828534,这种机械化生产很多什么你俩是不准确，肯定还得更多，我们家就种了很多荒地，没有统计粮食,蓝威特伊妙男,267927969078156,3,1,2024-01-06 01:24:12,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320582083242492723,"民为国基、谷为民命!，粮食是人类生存之本,是经济社会发展之基。[握手]",小吴总来啦,96266624376,3,0,2024-01-05 19:57:20,江西,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320984275637142313,民以食为天，种地是根本,小狐希狸璐,67844149389,1,0,2024-01-06 21:58:05,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320751100532294419,桔梗还田最好的,万里晴空,104223204353,0,0,2024-01-06 06:53:17,江苏,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320617245762896679,民以食为天，兴农强农！[赞][赞][赞][赞],心随人愿,108608145045,1,0,2024-01-05 22:13:49,湖北,
